
 System Test Results

	Test Arguments		Expected Results		Success	
	{"EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "OOEEEEEEOEOOOOEEOEOEEEEEOOOEEOOOEOOEOEOOEOEOO", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE", "EEOOOOOOEOEEEEOOEOEOOOOOEEEOOEEEOEEOEOEEOEOEE"}		{0, 2, 0, 3, 0, 4, 0, 5, 0, 6, 0, 7, 0, 9, 0, 14, 0, 15, 0, 17, 0, 19, 0, 20, 0, 21, 0, 22, 0, 23, 0, 27, 0, 28, 0, 32, 0, 35, 0, 37, 0, 40, 0, 42, 1, 2, 8, 2, 10, 2, 11, 2, 12, 2, 13, 2, 16, 2, 18, 2, 24, 2, 25, 2, 26, 2, 29, 2, 30, 2, 31, 2, 33, 2, 34, 2, 36, 2, 38, 2, 39, 2, 41, 2, 43, 2, 44, 2}		Passed	


	{"EOOEOOOEOEOOEEOEE", "OEEOEEEOEOEEOOEOO", "OEEOEEEOEOEEOOEOO", "EOOEOOOEOEOOEEOEE", "OEEOEEEOEOEEOOEOO", "OEEOEEEOEOEEOOEOO", "OEEOEEEOEOEEOOEOO", "EOOEOOOEOEOOEEOEE", "OEEOEEEOEOEEOOEOO", "EOOEOOOEOEOOEEOEE", "OEEOEEEOEOEEOOEOO", "OEEOEEEOEOEEOOEOO", "EOOEOOOEOEOOEEOEE", "EOOEOOOEOEOOEEOEE", "OEEOEEEOEOEEOOEOO", "EOOEOOOEOEOOEEOEE", "EOOEOOOEOEOOEEOEE"}		{0, 1, 0, 2, 0, 4, 0, 5, 0, 6, 0, 8, 0, 10, 0, 11, 0, 14, 3, 1, 7, 1, 9, 1, 12, 1, 13, 1, 15, 1, 16, 1}		Passed	


	{"EEOOEOEEOOE", "EEOOEOEEOOE", "OOEEOEOOEEO", "OOEEOEOOEEO", "EEOOEOEEOOE", "OOEEOEOOEEO", "EEOOEOEEOOE", "EEOOEOEEOOE", "OOEEOEOOEEO", "OOEEOEOOEEO", "EEOOEOEEOOE"}		{0, 2, 0, 3, 0, 5, 0, 8, 0, 9, 1, 2, 4, 2, 6, 2, 7, 2, 10, 2}		Passed	


	{"EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "EEEOOEOEEOEEOEOOOOEEOEOEEEEEOEEOOEOOEEOOEOO", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE", "OOOEEOEOOEOOEOEEEEOOEOEOOOOOEOOEEOEEOOEEOEE"}		{0, 3, 0, 4, 0, 6, 0, 9, 0, 12, 0, 14, 0, 15, 0, 16, 0, 17, 0, 20, 0, 22, 0, 28, 0, 31, 0, 32, 0, 34, 0, 35, 0, 38, 0, 39, 0, 41, 0, 42, 1, 3, 2, 3, 5, 3, 7, 3, 8, 3, 10, 3, 11, 3, 13, 3, 18, 3, 19, 3, 21, 3, 23, 3, 24, 3, 25, 3, 26, 3, 27, 3, 29, 3, 30, 3, 33, 3, 36, 3, 37, 3, 40, 3}		Passed	


	{"EEEOEEEEE", "EEEOEEEEE", "EEEOEEEEE", "OOOEOOOOO", "EEEOEEEEE", "EEEOEEEEE", "EEEOEEEEE", "EEEOEEEEE", "EEEOEEEEE"}		{0, 3, 1, 3, 2, 3, 4, 3, 5, 3, 6, 3, 7, 3, 8, 3}		Passed	


	{"EEOOEEEO", "EEOOEEEO", "OOEEOOOE", "OOEEOOOE", "EEOOEEEO", "EEOOEEEO", "EEOOEEEO", "OOEEOOOE"}		{0, 2, 0, 3, 0, 7, 1, 2, 4, 2, 5, 2, 6, 2}		Passed	


	{"EEOEEOOOEOEOOEOEOOEEEOOOOO", "EEOEEOOOEOEOOEOEOOEEEOOOOO", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "EEOEEOOOEOEOOEOEOOEEEOOOOO", "EEOEEOOOEOEOOEOEOOEEEOOOOO", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "EEOEEOOOEOEOOEOEOOEEEOOOOO", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "EEOEEOOOEOEOOEOEOOEEEOOOOO", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "EEOEEOOOEOEOOEOEOOEEEOOOOO", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "EEOEEOOOEOEOOEOEOOEEEOOOOO", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "EEOEEOOOEOEOOEOEOOEEEOOOOO", "EEOEEOOOEOEOOEOEOOEEEOOOOO", "EEOEEOOOEOEOOEOEOOEEEOOOOO", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "OOEOOEEEOEOEEOEOEEOOOEEEEE", "OOEOOEEEOEOEEOEOEEOOOEEEEE"}		{0, 2, 0, 5, 0, 6, 0, 7, 0, 9, 0, 11, 0, 12, 0, 14, 0, 16, 0, 17, 0, 21, 0, 22, 0, 23, 0, 24, 0, 25, 1, 2, 3, 2, 4, 2, 8, 2, 10, 2, 13, 2, 15, 2, 18, 2, 19, 2, 20, 2}		Passed	


	{"EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "OOEOOOOEOEOEEOEEEEOOOOOOEEEOOOEEOOEOOOO", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE", "EEOEEEEOEOEOOEOOOOEEEEEEOOOEEEOOEEOEEEE"}		{0, 2, 0, 7, 0, 9, 0, 11, 0, 12, 0, 14, 0, 15, 0, 16, 0, 17, 0, 24, 0, 25, 0, 26, 0, 30, 0, 31, 0, 34, 1, 2, 3, 2, 4, 2, 5, 2, 6, 2, 8, 2, 10, 2, 13, 2, 18, 2, 19, 2, 20, 2, 21, 2, 22, 2, 23, 2, 27, 2, 28, 2, 29, 2, 32, 2, 33, 2, 35, 2, 36, 2, 37, 2, 38, 2}		Passed	


	{"EEEEEEOOOOOOOOEOOOEOOEOO", "EEEEEEOOOOOOOOEOOOEOOEOO", "EEEEEEOOOOOOOOEOOOEOOEOO", "EEEEEEOOOOOOOOEOOOEOOEOO", "EEEEEEOOOOOOOOEOOOEOOEOO", "EEEEEEOOOOOOOOEOOOEOOEOO", "OOOOOOEEEEEEEEOEEEOEEOEE", "OOOOOOEEEEEEEEOEEEOEEOEE", "OOOOOOEEEEEEEEOEEEOEEOEE", "OOOOOOEEEEEEEEOEEEOEEOEE", "OOOOOOEEEEEEEEOEEEOEEOEE", "OOOOOOEEEEEEEEOEEEOEEOEE", "OOOOOOEEEEEEEEOEEEOEEOEE", "OOOOOOEEEEEEEEOEEEOEEOEE", "EEEEEEOOOOOOOOEOOOEOOEOO", "OOOOOOEEEEEEEEOEEEOEEOEE", "OOOOOOEEEEEEEEOEEEOEEOEE", "OOOOOOEEEEEEEEOEEEOEEOEE", "EEEEEEOOOOOOOOEOOOEOOEOO", "OOOOOOEEEEEEEEOEEEOEEOEE", "OOOOOOEEEEEEEEOEEEOEEOEE", "EEEEEEOOOOOOOOEOOOEOOEOO", "OOOOOOEEEEEEEEOEEEOEEOEE", "OOOOOOEEEEEEEEOEEEOEEOEE"}		{0, 6, 0, 7, 0, 8, 0, 9, 0, 10, 0, 11, 0, 12, 0, 13, 0, 15, 0, 16, 0, 17, 0, 19, 0, 20, 0, 22, 0, 23, 1, 6, 2, 6, 3, 6, 4, 6, 5, 6, 14, 6, 18, 6, 21, 6}		Passed	


	{"EOEOEEOO", "OEOEOOEE", "EOEOEEOO", "OEOEOOEE", "EOEOEEOO", "EOEOEEOO", "OEOEOOEE", "OEOEOOEE"}		{0, 1, 0, 3, 0, 6, 0, 7, 2, 1, 4, 1, 5, 1}		Passed	


	{"EEOEEOOO", "EEOEEOOO", "OOEOOEEE", "EEOEEOOO", "EEOEEOOO", "OOEOOEEE", "OOEOOEEE", "OOEOOEEE"}		{0, 2, 0, 5, 0, 6, 0, 7, 1, 2, 3, 2, 4, 2}		Passed	


	{"EEEOEOEEOEOEO", "EEEOEOEEOEOEO", "EEEOEOEEOEOEO", "OOOEOEOOEOEOE", "EEEOEOEEOEOEO", "OOOEOEOOEOEOE", "EEEOEOEEOEOEO", "EEEOEOEEOEOEO", "OOOEOEOOEOEOE", "EEEOEOEEOEOEO", "OOOEOEOOEOEOE", "EEEOEOEEOEOEO", "OOOEOEOOEOEOE"}		{0, 3, 0, 5, 0, 8, 0, 10, 0, 12, 1, 3, 2, 3, 4, 3, 6, 3, 7, 3, 9, 3, 11, 3}		Passed	


	{"EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "OOOOEOEOEEEOEEOEEEOOOEEEEEOOEOEEOOOEOEEOEEOOEOOO", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE", "EEEEOEOEOOOEOOEOOOEEEOOOOOEEOEOOEEEOEOOEOOEEOEEE"}		{0, 4, 0, 6, 0, 8, 0, 9, 0, 10, 0, 12, 0, 13, 0, 15, 0, 16, 0, 17, 0, 21, 0, 22, 0, 23, 0, 24, 0, 25, 0, 28, 0, 30, 0, 31, 0, 35, 0, 37, 0, 38, 0, 40, 0, 41, 0, 44, 1, 4, 2, 4, 3, 4, 5, 4, 7, 4, 11, 4, 14, 4, 18, 4, 19, 4, 20, 4, 26, 4, 27, 4, 29, 4, 32, 4, 33, 4, 34, 4, 36, 4, 39, 4, 42, 4, 43, 4, 45, 4, 46, 4, 47, 4}		Passed	


	{"EOEOEEOOOOEOOOOEEOOEEE", "OEOEOOEEEEOEEEEOOEEOOO", "EOEOEEOOOOEOOOOEEOOEEE", "OEOEOOEEEEOEEEEOOEEOOO", "EOEOEEOOOOEOOOOEEOOEEE", "EOEOEEOOOOEOOOOEEOOEEE", "OEOEOOEEEEOEEEEOOEEOOO", "OEOEOOEEEEOEEEEOOEEOOO", "OEOEOOEEEEOEEEEOOEEOOO", "OEOEOOEEEEOEEEEOOEEOOO", "EOEOEEOOOOEOOOOEEOOEEE", "OEOEOOEEEEOEEEEOOEEOOO", "OEOEOOEEEEOEEEEOOEEOOO", "OEOEOOEEEEOEEEEOOEEOOO", "OEOEOOEEEEOEEEEOOEEOOO", "EOEOEEOOOOEOOOOEEOOEEE", "EOEOEEOOOOEOOOOEEOOEEE", "OEOEOOEEEEOEEEEOOEEOOO", "OEOEOOEEEEOEEEEOOEEOOO", "EOEOEEOOOOEOOOOEEOOEEE", "EOEOEEOOOOEOOOOEEOOEEE", "EOEOEEOOOOEOOOOEEOOEEE"}		{0, 1, 0, 3, 0, 6, 0, 7, 0, 8, 0, 9, 0, 11, 0, 12, 0, 13, 0, 14, 0, 17, 0, 18, 2, 1, 4, 1, 5, 1, 10, 1, 15, 1, 16, 1, 19, 1, 20, 1, 21, 1}		Passed	


